Chart Number,Glycan Name,Average RFU,StDev,% CV,t-value,p-value
605,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,11,11,95,1.050119648,0.185396382
115,Gala1-3Galb1-4GlcNAcb-Sp8,11,4,36,2.739941975,0.035670915
371,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,11,8,74,1.349909381,0.134932509
586,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,11,3,27,3.72523057,0.016842688
4,GalNAca-Sp8,11,8,77,1.295821434,0.142863623
598,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,11,10,93,1.0753778,0.180496456
540,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,11,8,74,1.356468012,0.134002942
369,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,11,14,129,0.774710899,0.247483518
583,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,11,7,66,1.514037131,0.113620683
401,Galb1-4(Fuca1-3)GlcNAcb1-3GalNAca-Sp14,11,9,81,1.235096071,0.152352567
33,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,11,3,26,3.864720155,0.015317812
25,(3S)Galb1-4Glcb-Sp8,11,9,87,1.155847983,0.165718688
150,Galb1-3GlcNAcb-Sp8,11,7,65,1.530745671,0.11166606
49,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",11,3,26,3.777402738,0.016250502
367,Neu5Aca2-6GlcNAcb1-4GlcNAcb1-4GlcNAc-Sp21,11,14,128,0.780010093,0.246134143
125,Galb1-2Galb-Sp8,11,5,51,1.957623057,0.072594316
56,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,11,11,100,0.996315716,0.196264233
265,Neu5Aca2-6GalNAca-Sp8,11,3,33,3.009776052,0.028610961
466,Neu5Aca2-6Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-4(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,10,10,92,1.085786325,0.17851416
435,Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,10,7,72,1.392922248,0.128959162
96,GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0,10,7,70,1.430298185,0.12399871
563,GalNAcb1-4GlcNAcb1-3GalNAcb1-4GlcNAcb-Sp0 ,10,4,41,2.425311991,0.04686108
36,(3S)Galb1-4GlcNAcb-Sp0,10,5,52,1.939979908,0.073857323
208,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana-Sp9,10,3,31,3.259304286,0.023578186
299,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Galb1-3)GalNAca-Sp14,10,4,40,2.501602884,0.043791407
590,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,10,5,51,1.961193263,0.072341832
97,GalNAcb1-4(Fuca1-3)GlcNAcb-Sp0,10,11,111,0.901503384,0.216883164
194,GlcNAcb1-6Galb1-4GlcNAcb-Sp8,10,1,13,7.597492383,0.002365843
535,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAc-Sp0,10,6,56,1.776878796,0.086830684
561,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-3)GalNAca-Sp14,10,4,40,2.52244132,0.042996138
431,GlcNAcb1-2Mana1-6(GlcNAcb1-4)(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,10,8,79,1.259250248,0.148502191
83,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,10,5,54,1.83587062,0.081854735
117,Gala1-3Galb1-4Glc-Sp10,10,1,15,6.892380246,0.003128694
178,GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAcb-Sp8,10,3,28,3.628612153,0.018014276
7,Fuca-Sp9,10,7,67,1.499113486,0.115398383
153,Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,10,7,72,1.387004904,0.12976388
52,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,10,9,92,1.082231064,0.179188852
1,Gala-Sp8,10,6,64,1.550687033,0.109381716
127,Galb1-3GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,10,3,34,2.978600318,0.029331341
496,Galb1-4(Fuca1-3)GlcNAcb1-2Mana-Sp0,10,12,128,0.780775831,0.245939668
275,Neu5Aca2-8Neu5Aca-Sp8,10,7,76,1.311038313,0.140583837
289,Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,10,15,154,0.65084765,0.280774771
183,GlcNAcb1-3Galb1-4GlcNAcb-Sp8,9,3,36,2.764391343,0.034947596
31,(3S)Galb1-3GlcNAcb-Sp8,9,7,79,1.265427618,0.147533738
493,Galb1-4(Fuca1-3)GlcNAcb1-6(Neu5Aca2-6(Neu5Aca2-3Galb1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,9,3,35,2.833877058,0.032989224
372,Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,9,8,90,1.106278517,0.174673633
221,Fuca1-2Galb1-4(6S)GlcNAcb-Sp8,9,5,55,1.834749321,0.081946194
492,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp0,9,12,134,0.747485543,0.254513368
108,Gala1-3(Fuca1-2)Galb-Sp18,9,7,77,1.296816062,0.14271343
544,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,9,4,44,2.267011204,0.05411153
533,Fuca1-4(Galb1-3)GlcNAcb1-2 Mana-Sp0,9,4,40,2.472998586,0.044912644
316,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9,9,3,34,2.903012259,0.031174699
555,Neu5Gca2-8Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAc-Sp0,9,7,72,1.397555234,0.128332846
467,Gala1-3(Fuca1-2)Galb1-3GalNAca-Sp8,9,8,86,1.165700655,0.163994205
157,Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,9,3,28,3.571609173,0.018754576
451,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-6(GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-3)GalNAc-Sp14,9,7,75,1.341059037,0.136197753
398,Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,9,6,69,1.453420742,0.121033472
434,GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(GlcNAcb1-4(GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,9,3,39,2.591654478,0.040479016
543,Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,9,11,127,0.785505027,0.244741441
573,Neu5Aca2-8Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glc-Sp21,9,3,36,2.809000455,0.033674247
353,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,9,4,46,2.175275129,0.058935279
69,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,9,6,63,1.582893892,0.105800991
102,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8,9,3,39,2.594189135,0.040390329
578,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,9,3,31,3.251964462,0.023709474
411,Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,9,5,59,1.695978937,0.09422963
269,Neu5Aca2-6Galb1-4GlcNAcb-Sp8,9,7,77,1.293895614,0.1431549
507,GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(GlcNAcb1-4(GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,9,2,26,3.888898907,0.015071758
109,Gala1-4(Gala1-3)Galb1-4GlcNAcb-Sp8,9,4,45,2.218974499,0.056575591
139,Galb1-3GalNAca-Sp8,9,12,131,0.761422613,0.250894346
90,GalNAca1-3(Fuca1-2)Galb-Sp18,9,8,95,1.055267332,0.184387411
225,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,9,8,88,1.131319428,0.170091235
550,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,9,7,82,1.212351166,0.156072304
505,Fuca1-2Galb1-3GlcNAcb1-6(Fuca1-2Galb1-3GlcNAcb1-3)GalNAca-Sp14,9,3,40,2.517067142,0.043199528
297,(6S)Galb1-4(6S)GlcNAcb-Sp0,9,5,62,1.609591553,0.102931664
143,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,9,8,88,1.141781357,0.16821232
120,Gala1-4Galb1-4GlcNAcb-Sp0,9,3,29,3.393364379,0.021334526
106,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,9,3,36,2.755993465,0.03519397
475,GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,9,7,87,1.148222202,0.167065901
45,(6S)Galb1-4(6S)Glcb-Sp8,9,5,56,1.788930367,0.085786426
27,(3S)Galb1-4(6S)Glcb-Sp8,8,9,110,0.906135076,0.215831486
589,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,8,11,135,0.742536695,0.255808687
404,Gala1-4Galb1-4GlcNAcb1-2Mana1-6(Gala1-4Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,8,3,39,2.59560784,0.040340794
314,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb-Sp10,8,12,142,0.702755122,0.266416067
62,Fuca1-2Galb1-3GalNAca-Sp14,8,6,70,1.427847591,0.124317559
189,GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,8,8,101,0.994651123,0.196609941
574,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,8,2,23,4.308442493,0.011509863
361,Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,8,14,164,0.611349675,0.292088538
51,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,8,3,39,2.570046525,0.041244897
209,Mana1-2Mana1-3Mana-Sp9,8,4,48,2.099660073,0.063303084
421,GlcNAcb1-2(GlcNAcb1-6)Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,8,4,53,1.877274823,0.078559001
347,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6Manb1-4GlcNAcb1-4GlcNAc-Sp12,8,3,34,2.931616113,0.030460533
320,GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8,5,58,1.729955029,0.091037867
427,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,8,17,212,0.472634862,0.334365654
80,Fuca1-4GlcNAcb-Sp8,8,6,71,1.407910363,0.126944761
73,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,8,5,59,1.70332057,0.093529303
360,Fuca1-2Galb1-3GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,8,6,72,1.390617674,0.12927193
527,Gala1-3Galb1-3GlcNAcb1-2Mana-Sp0,8,6,70,1.438476333,0.122941035
57,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,8,8,94,1.060122659,0.183440615
203,GlcAb1-3Galb-Sp8,8,9,111,0.901150143,0.216963561
341,GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,8,8,95,1.055470831,0.184347633
446,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-4(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8,3,40,2.517655482,0.043177204
522,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana-Sp0,8,4,49,2.05813003,0.065865983
312,MurNAcb1-4GlcNAcb-Sp10,8,5,61,1.641099454,0.099656921
577,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,8,9,117,0.857509893,0.227103446
444,(6S)Galb1-3(6S)GlcNAc-Sp0,8,6,71,1.408497928,0.126866485
354,Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,8,7,84,1.193146662,0.159285326
35,(3S)Galb1-4(6S)GlcNAcb-Sp8,8,3,44,2.289169736,0.053018632
304,Galb1-4GlcNAca1-6Galb1-4GlcNAcb-Sp0,8,7,82,1.215872479,0.155490386
163,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,8,10,128,0.781690607,0.24570751
428,Galb1-3GlcNAcb1-6(Galb1-3GlcNAcb1-2)Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,8,2,22,4.495857925,0.010270594
291,Galb1-4(Fuca1-3)(6S)Glcb-Sp0,8,6,75,1.337597079,0.136696091
280,Neu5Gca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,8,3,35,2.835724061,0.03293906
79,Fuca1-3GlcNAcb-Sp8,8,7,84,1.192813925,0.159341585
235,Neu5Aca2-6(Neu5Aca2-3)GalNAca-Sp8,8,4,48,2.065607939,0.065395535
305,Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0,8,6,73,1.361670987,0.133270361
14,Manb-Sp8,8,5,65,1.544961387,0.110032268
315,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9,8,5,59,1.687220218,0.095072937
582,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,8,6,73,1.363709402,0.132984515
357,KDNa2-6Galb1-4GlcNAc-Sp0,8,5,71,1.406661171,0.127111353
498,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-6GalNAca-Sp14,8,4,56,1.786696339,0.085978907
382,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3)Galb1-4Glcb-Sp0,8,4,59,1.70006179,0.093839429
488,Galb1-3GlcNAcb1-6GalNAca-Sp14,8,9,114,0.875778966,0.22280839
137,Neu5Acb2-6(Galb1-3)GalNAca-Sp8,8,2,33,3.038164458,0.027974212
384,Galb1-4GlcNAcb1-6(Fuca1-4(Fuca1-2Galb1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,8,4,57,1.748116483,0.08938242
595,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,8,2,27,3.720333288,0.016899685
169,Galb1-4GlcNAcb-Sp8,7,6,84,1.192360955,0.159418205
364,Galb1-4GlcNAcb1-2Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,7,10,134,0.746545889,0.254758902
530,GlcNAcb1-2 Mana1-6(GlcNAcb1-4)(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,7,6,85,1.176939646,0.162049147
126,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,7,11,142,0.704679341,0.265895031
93,GalNAca1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,7,4,60,1.672434153,0.096516056
489,Gala1-3Galb1-3GlcNAcb1-6GalNAca-Sp14,7,6,84,1.194420596,0.159070118
368,Galb1-4(Fuca1-3)GlcNAcb1-6(Fuca1-2Galb1-4GlcNAcb1-3)Galb1-4Glc-Sp21,7,7,96,1.037698226,0.187853026
19,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,7,7,94,1.064440351,0.18260262
16,GlcNAcb-Sp0,7,4,50,1.993590157,0.0700973
59,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,7,5,65,1.545374309,0.109985208
220,Fuca1-2(6S)Galb1-4GlcNAcb-Sp0,7,3,38,2.622059358,0.039430788
151,Galb1-4(Fuca1-3)GlcNAcb-Sp0,7,8,116,0.859573799,0.226614587
390,Fuca1-2Galb1-3GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0,7,6,76,1.311558329,0.140506607
71,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,7,6,82,1.221153394,0.154621845
200,G-ol-Sp8,7,4,59,1.689540055,0.094848747
145,Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8,7,5,67,1.5032709,0.114900101
213,Mana1-6(Mana1-3)Mana-Sp9,7,2,30,3.357422548,0.021908467
94,GalNAcb1-3GalNAca-Sp8,7,3,45,2.241087645,0.055424852
182,GlcNAcb1-3Galb1-4GlcNAcb-Sp0,7,7,100,1.002715798,0.194940385
374,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,7,5,70,1.434098813,0.123505957
342,GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,7,3,43,2.333597836,0.050906717
525,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-6GalNAc-Sp14,7,4,57,1.765954131,0.087789933
99,GalNAcb1-4GlcNAcb-Sp8,7,4,60,1.656933256,0.098055616
44,(6S)Galb1-4GlcNAcb-Sp8,7,9,123,0.811249572,0.238304726
248,Fuca1-2(6S)Galb1-4Glcb-Sp0,7,4,62,1.618991841,0.10194218
20,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,7,8,113,0.888527616,0.219854064
281,Neu5Gca2-3Galb1-3GlcNAcb-Sp0,7,5,78,1.28361858,0.144719823
81,Fucb1-3GlcNAcb-Sp8,7,6,90,1.113960558,0.17325499
32,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,7,5,78,1.28172608,0.145009945
110,Gala1-3GalNAca-Sp8,7,7,104,0.961328014,0.203652043
142,Galb1-3GalNAcb-Sp8,7,2,34,2.97545916,0.02940518
122,Gala1-4Galb1-4Glcb-Sp0,7,6,91,1.096339867,0.176526021
37,(3S)Galb1-4GlcNAcb-Sp8,7,5,79,1.258236731,0.148661714
267,Neu5Aca2-6Galb1-4(6S)GlcNAcb-Sp8,7,5,72,1.39342712,0.128890751
306,GalNAcb1-3Galb-Sp8,7,3,51,1.971474341,0.071620498
237,Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0,7,9,130,0.76851212,0.249069789
373,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,7,5,75,1.34128227,0.136165685
132,Galb1-4GlcNAcb1-6GalNAc-Sp14,7,1,17,5.826811226,0.005034004
10,Neu5Aca-Sp11,7,1,19,5.204389122,0.006893228
279,Neu5Acb2-6Galb1-4GlcNAcb-Sp8,7,5,78,1.288869533,0.143918018
531,Galb1-4GlcNAcb1-2 Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,7,4,64,1.561166325,0.108202068
303,GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0,7,7,106,0.946114493,0.206944593
311,GlcNAcb1-4GlcNAcb-Sp12,7,5,76,1.310637592,0.140643381
307,GlcAb1-3GlcNAcb-Sp8,7,8,113,0.884317232,0.220825874
296,4S(3S)Galb1-4GlcNAcb-Sp0,7,9,136,0.735049426,0.257778628
46,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,7,7,100,0.997163956,0.196088289
511,(6S)(4S)GalNAcb1-4GlcNAc-Sp8,7,7,99,1.012474001,0.192938182
39,(6S)(4S)Galb1-4GlcNAcb-Sp0,7,11,172,0.58045072,0.301168585
366,Neu5Aca2-6GlcNAcb1-4GlcNAc-Sp21,7,8,124,0.804038097,0.24009309
229,Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8,7,8,115,0.867881627,0.224656156
388,GlcNAcb1-2Mana1-6(GlcNAcb1-4(GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,7,8,122,0.819787704,0.236202108
548,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,7,6,95,1.048311017,0.185752147
198,Glcb1-4Glcb-Sp8,6,6,88,1.142019109,0.168169863
481,Neu5Aca2-6Galb1-4 GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3)GalNAca-Sp14,6,4,55,1.811544891,0.083865663
506,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-6GalNAca-Sp14,6,7,113,0.888081797,0.219956784
134,GlcNAcb1-6(Galb1-3)GalNAca-Sp14,6,3,46,2.172089791,0.059111855
195,Glca1-4Glcb-Sp8,6,4,64,1.563108946,0.107984944
536,GalNAca1-3(Fuca1-2)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc-Sp21,6,7,113,0.887317427,0.220132999
594,GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,6,5,84,1.185892835,0.16051638
330,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,6,3,52,1.928175203,0.074716764
400,Fuca1-2Galb1-4GlcNAcb1-3GalNAca-Sp14,6,2,39,2.549677396,0.041983268
508,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)Galb1-4GlcNAcb1-4(Gal b1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,6,9,138,0.722855979,0.261013084
173,GlcNAca1-3Galb1-4GlcNAcb-Sp8,6,9,142,0.703215559,0.266291318
490,Galb1-3(Fuca1-4)GlcNAcb1-6GalNAca-Sp14,6,4,63,1.575386081,0.106623895
419,Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,6,5,77,1.306760205,0.141220896
160,Galb1-4GlcNAcb1-3GalNAc-Sp14,6,6,93,1.072010967,0.181142255
495,Gala1-3Galb1-4GlcNAcb1-6GalNAca-Sp14,6,5,74,1.358124941,0.133769182
101,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,6,4,70,1.431402608,0.123855302
166,Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,6,2,40,2.510182458,0.043461812
501,Fuca1-2(6S)Galb1-3(6S)GlcNAcb-Sp0,6,11,184,0.543694568,0.312226413
100,Gala1-2Galb-Sp8,6,3,49,2.056494713,0.065969398
206,KDNa2-3Galb1-4GlcNAcb-Sp0,6,5,77,1.294759066,0.143024227
