Chart Number,Glycan Name,Average RFU,StDev,% CV,t-value,p-value
474,Neu5Aca2-3Galb1-3GlcNAcb1-6(Neu5Aca2-3Galb1-3GlcNAcb1-2)Mana1-6(Neu5Aca2-3Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,10,7,74,1.359477374,0.133578701
203,GlcAb1-3Galb-Sp8,10,4,39,2.577795204,0.040968214
464,Neu5Aca2-6Galb1-4GlcNAcb1-4Mana1-6(GlcNAcb1-4)(Neu5Aca2-6Galb1-4GlcNAcb1-4(Neu5Aca2-6Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,10,4,41,2.468572076,0.045089282
211,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,10,6,62,1.604711896,0.103449541
26,(3S)Galb1-4(6S)Glcb-Sp0,10,12,123,0.813348748,0.237786297
170,Galb1-4GlcNAcb-Sp23,10,4,44,2.24811137,0.05506526
347,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6Manb1-4GlcNAcb1-4GlcNAc-Sp12,10,6,62,1.610663166,0.102818323
550,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,10,3,29,3.500060391,0.01973966
444,(6S)Galb1-3(6S)GlcNAc-Sp0,10,6,62,1.611453573,0.102734814
321,Neu5Aca2-8Neu5Acb-Sp17,10,5,53,1.871086103,0.079041683
311,GlcNAcb1-4GlcNAcb-Sp12,10,5,56,1.799076066,0.0849185
339,GlcNAca1-4Galb1-4GlcNAcb-Sp0,10,5,49,2.040960477,0.066961418
503,GalNAcb1-4(Fuca1-3)(6S)GlcNAcb-Sp8,10,3,27,3.751045145,0.016546282
491,Neu5Aca2-3Galb1-3GlcNAcb1-6GalNAca-Sp14,10,4,39,2.545078467,0.042152221
424,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-3GalNAc-Sp14,10,8,80,1.249967713,0.149969865
522,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana-Sp0,9,2,21,4.767890921,0.008762569
545,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,9,5,54,1.862057872,0.079752027
549,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,9,7,79,1.270512332,0.146741507
137,Neu5Acb2-6(Galb1-3)GalNAca-Sp8,9,5,55,1.811692041,0.083853328
436,Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,9,5,56,1.788848826,0.085793442
89,GalNAca1-3(Fuca1-2)Galb-Sp8,9,2,25,3.963458372,0.014344288
244,Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14,9,7,78,1.282421819,0.144903217
229,Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8,9,6,61,1.634947375,0.100287024
90,GalNAca1-3(Fuca1-2)Galb-Sp18,9,9,92,1.085468105,0.178574448
537,Gala1-3(Fuca1-2)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc-Sp21,9,3,30,3.384796427,0.021469594
235,Neu5Aca2-6(Neu5Aca2-3)GalNAca-Sp8,9,4,47,2.124348902,0.061835731
344,GlcNAca1-4Galb1-3GalNAc-Sp14,9,3,34,2.984249699,0.029199126
34,(3S)Galb1-4(6S)GlcNAcb-Sp0,9,11,117,0.856754779,0.227282535
221,Fuca1-2Galb1-4(6S)GlcNAcb-Sp8,9,7,78,1.28539918,0.144447409
338,GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,9,3,38,2.631032244,0.039127863
469,Glca1-6Glca1-6Glca1-6Glcb-Sp10,9,6,63,1.599773337,0.103976639
583,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,9,2,19,5.147573712,0.007105015
527,Gala1-3Galb1-3GlcNAcb1-2Mana-Sp0,9,2,27,3.654914487,0.017685275
595,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,9,7,78,1.276263449,0.145850778
22,6S(3S)Galb1-4(6S)GlcNAcb-Sp0,9,11,118,0.844920685,0.230105436
426,Fuca1-2Galb1-3GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,9,4,44,2.290200273,0.052968457
3,Mana-Sp8,9,5,51,1.941768503,0.073728117
560,Gala1-3Galb1-4GlcNAcb1-2Mana1-6(Gala1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp24,9,3,33,3.060696763,0.02748145
371,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,9,4,41,2.439795547,0.046258557
217,Manb1-4GlcNAcb-Sp0,9,6,70,1.423186886,0.124926417
277,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,9,4,48,2.062877528,0.065566846
21,GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,9,7,77,1.292032043,0.143437354
585,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,9,2,26,3.788677583,0.016126047
346,Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,9,4,42,2.380277662,0.048796686
299,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Galb1-3)GalNAca-Sp14,9,4,49,2.034442304,0.067382927
71,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,9,4,51,1.966650581,0.071957881
248,Fuca1-2(6S)Galb1-4Glcb-Sp0,9,7,77,1.292022625,0.143438783
604,GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14,9,5,53,1.881398825,0.078239258
397,GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,9,9,98,1.015824178,0.192255303
511,(6S)(4S)GalNAcb1-4GlcNAc-Sp8,9,6,73,1.372561778,0.131750713
361,Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,9,4,47,2.115076697,0.06238201
25,(3S)Galb1-4Glcb-Sp8,9,3,38,2.610413665,0.039828278
437,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,9,3,33,2.985436677,0.029171442
293,Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,9,8,89,1.118184683,0.172479784
103,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,9,7,79,1.26046192,0.148311714
470,Glca1-4Glca1-4Glca1-4Glcb-Sp10,9,6,66,1.506393131,0.114527444
133,GlcNAcb1-6(Galb1-3)GalNAca-Sp8 ,8,6,68,1.472206374,0.118681139
509,Galb1-3GlcNAca1-3Galb1-4GlcNAcb-Sp8 ,8,6,71,1.409638463,0.12671469
291,Galb1-4(Fuca1-3)(6S)Glcb-Sp0,8,4,48,2.089472356,0.063920647
356,KDNa2-3Galb1-4(Fuca1-3)GlcNAc-Sp0,8,12,141,0.711535165,0.264045191
556,Neu5Gca2-8Neu5Gca2-6Galb1-4GlcNAc-Sp0,8,6,66,1.525215345,0.11230888
67,Fuca1-2Galb1-3GlcNAcb-Sp0,8,5,54,1.83705847,0.081757976
403,Gala1-4Galb1-3GlcNAcb1-2Mana1-6(Gala1-4Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,8,12,143,0.696993698,0.26798096
106,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,8,9,106,0.944628527,0.207268813
194,GlcNAcb1-6Galb1-4GlcNAcb-Sp8,8,6,73,1.366596092,0.132580833
385,Galb1-4(Fuca1-3)GlcNAcb1-6(Fuca1-4(Fuca1-2Galb1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,8,10,117,0.858134438,0.226955418
150,Galb1-3GlcNAcb-Sp8,8,7,85,1.182888986,0.161028989
115,Gala1-3Galb1-4GlcNAcb-Sp8,8,5,57,1.746078369,0.089566473
52,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8,3,33,2.988290784,0.029105009
189,GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,8,4,53,1.898911165,0.07689826
38,(3S)Galb-Sp8,8,4,53,1.895334653,0.077169939
101,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,8,7,88,1.131458233,0.17006617
369,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,8,7,84,1.19200891,0.159477779
419,Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,8,6,71,1.418318356,0.125565866
141,Galb1-3GalNAca-Sp16,8,9,108,0.924124421,0.211790466
224,Neu5Aca2-3Galb1-3GalNAca-Sp14,8,4,54,1.859324895,0.079968519
156,Galb1-4(6S)Glcb-Sp8,8,7,89,1.128756972,0.170554621
259,Neu5Aca2-3Galb1-4GlcNAcb-Sp0,8,9,109,0.916813083,0.213424479
258,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,8,17,214,0.466778053,0.336233507
10,Neu5Aca-Sp11,8,11,136,0.737414207,0.257155114
336,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,8,9,109,0.917862189,0.213189312
462,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-4(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,8,6,71,1.405635793,0.127248272
594,GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,8,11,146,0.687084795,0.270689273
540,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,8,4,55,1.809157404,0.084066086
68,Fuca1-2Galb1-3GlcNAcb-Sp8,8,8,109,0.914515787,0.213940265
505,Fuca1-2Galb1-3GlcNAcb1-6(Fuca1-2Galb1-3GlcNAcb1-3)GalNAca-Sp14,8,8,98,1.015892758,0.192241349
341,GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,8,3,41,2.461189053,0.045385795
364,Galb1-4GlcNAcb1-2Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8,3,35,2.890977395,0.031481433
290,Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp0 ,8,3,35,2.893039358,0.031428613
174,GlcNAca1-6Galb1-4GlcNAcb-Sp8,8,16,206,0.486471596,0.32997837
182,GlcNAcb1-3Galb1-4GlcNAcb-Sp0,8,4,56,1.775117696,0.086984502
180,GlcNAcb1-3GalNAca-Sp14,8,4,47,2.15031148,0.060336241
324,Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,8,4,58,1.722250286,0.091750724
152,Galb1-4(Fuca1-3)GlcNAcb-Sp8,8,4,59,1.708111965,0.093075437
485,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,8,6,85,1.182737392,0.161054902
351,Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8,7,94,1.060593458,0.183349059
496,Galb1-4(Fuca1-3)GlcNAcb1-2Mana-Sp0,8,2,32,3.160345972,0.025428779
400,Fuca1-2Galb1-4GlcNAcb1-3GalNAca-Sp14,8,8,102,0.981299828,0.1994036
50,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8,5,67,1.489549802,0.116553653
433,GlcNAcb1-6(GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,8,5,60,1.659677164,0.09778108
513,(3S)GalNAcb1-4(3S)GlcNAc-Sp8,7,5,62,1.620421696,0.101792609
128,Galb1-3(Fuca1-4)GlcNAc-Sp0 ,7,2,30,3.348000438,0.022062159
565,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,7,9,119,0.840736175,0.231110919
352,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,7,3,44,2.272092707,0.053858514
357,KDNa2-6Galb1-4GlcNAc-Sp0,7,6,81,1.227811758,0.153533844
95,GalNAcb1-3(Fuca1-2)Galb-Sp8,7,8,110,0.907410108,0.215542785
417,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb1-3GalNAc-Sp14,7,8,103,0.973913768,0.20096504
305,Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0,7,5,68,1.468644991,0.119123238
274,Neu5Aca2-6Galb-Sp8,7,7,99,1.007810378,0.193892625
312,MurNAcb1-4GlcNAcb-Sp10,7,7,98,1.015866878,0.192246614
484,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp19,7,1,15,6.549427545,0.00361853
173,GlcNAca1-3Galb1-4GlcNAcb-Sp8,7,3,45,2.235430183,0.055716555
232,GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp8,7,12,169,0.591041415,0.298033949
254,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,7,9,128,0.783133006,0.245341821
63,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,7,8,107,0.931372895,0.210181774
483,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,7,7,106,0.9437545,0.207459733
391,Galb1-3GlcNAcb1-3GalNAca-Sp14,7,12,171,0.586201757,0.299463505
328,"Neu5,9Ac2a2-3Galb1-4GlcNAcb-Sp0",7,5,74,1.355613426,0.134123677
524, Galb1-3GlcNAcb1-2Mana-Sp0,7,3,45,2.241514935,0.055402895
289,Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,7,11,164,0.611058865,0.292173064
6,Fuca-Sp8,7,7,101,0.989702996,0.197640977
334,GalNAcb1-3Gala1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,7,3,51,1.955783758,0.072724795
273,Neu5Aca2-6Galb1-4Glcb-Sp8,7,8,117,0.851618508,0.22850399
471,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,7,5,73,1.377394699,0.131082286
195,Glca1-4Glcb-Sp8,7,6,88,1.134695241,0.169482678
135,Neu5Aca2-6(Galb1-3)GalNAca-Sp8,7,6,84,1.185980025,0.160501526
116,Gala1-3Galb1-4Glcb-Sp0,7,2,34,2.958849671,0.029799515
69,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,7,7,108,0.924809419,0.211637961
571,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,7,11,162,0.617234549,0.290381884
411,Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,7,3,45,2.235730109,0.055701044
535,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAc-Sp0,7,6,94,1.068451454,0.181827461
349,Galb1-4GlcNAcb1-2Mana1-3Manb1-4GlcNAcb1-4GlcNAc-Sp12,7,2,32,3.099716247,0.026653676
87,GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0,6,8,125,0.797833784,0.241640821
452,Neu5Aca2-8Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,6,2,35,2.833783755,0.032991761
298,(6P)Glcb-Sp10,6,3,39,2.537389777,0.042436555
331,Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,6,6,94,1.059226663,0.18361498
175,GlcNAcb1-2Galb1-3GalNAca-Sp8,6,4,68,1.463647264,0.119746672
508,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)Galb1-4GlcNAcb1-4(Gal b1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc-Sp21,6,7,109,0.91708181,0.213364219
242,Neu5Aca2-3Galb1-3(6S)GalNAca-Sp8,6,4,65,1.537570001,0.110878426
124,Gala1-6Glcb-Sp8,6,5,81,1.22917007,0.153312858
7,Fuca-Sp9,6,3,47,2.107198865,0.062850666
423,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-3GalNAc-Sp14,6,4,66,1.52169849,0.112719787
409,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)Glcb-Sp21,6,7,114,0.879917697,0.221845439
590,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,6,7,107,0.935116161,0.209355397
187,GlcNAcb1-6(GlcNAcb1-4)GalNAca-Sp8,6,11,182,0.549571372,0.310439972
294,Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0æ ææææ ,6,6,101,0.990483103,0.19747809
575,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,6,5,74,1.353932692,0.134361468
309,GlcNAcb1-3Man-Sp10,6,5,84,1.189514485,0.159900543
176,GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp8,6,4,58,1.724926871,0.091502362
422,Fuca1-2Galb1-3GlcNAcb1-3GalNAc-Sp14,6,5,76,1.321078392,0.139100603
263,Neu5Aca2-3Galb1-4Glcb-Sp0,6,4,59,1.681307827,0.095647033
518,(6P)Galb1-4GlcNAcb-SP0 ,6,4,62,1.61984965,0.101852419
413,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-3GalNAca-Sp14,6,12,197,0.506578969,0.323667756
429,Galb1-4GlcNAcb1-6(Fuca1-2Galb1-3GlcNAcb1-3)Galb1-4Glc-Sp21,6,6,102,0.983934636,0.198849348
47,(6S)GlcNAcb-Sp8,6,6,105,0.949085321,0.206297796
143,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,6,5,86,1.165466254,0.164035021
539,GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,6,5,86,1.157178742,0.165484708
163,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,6,4,60,1.654086704,0.098341342
148,Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,6,5,78,1.273965162,0.146206058
118,Gala1-3Galb-Sp8,6,6,96,1.047045408,0.18600149
320,GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,6,3,44,2.277074439,0.053611852
84,(3S)Galb1-4(Fuca1-3)Glcb-Sp0,6,4,64,1.555681261,0.108817748
185,GlcNAcb1-3Galb1-4Glcb-Sp0,6,5,87,1.145356518,0.167575001
379,GalNAcb1-4GlcNAcb1-2Mana1-6(GalNAcb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,6,4,72,1.388976025,0.129495225
564,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,6,4,72,1.394898233,0.128691636
335,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,6,10,171,0.585720006,0.299606072
264,Neu5Aca2-3Galb1-4Glcb-Sp8,6,4,61,1.630118132,0.10078478
578,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,6,3,46,2.158113409,0.059894154
525,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-6GalNAc-Sp14,6,5,91,1.095126958,0.176753406
408,GalNAcb1-3Gala1-6Galb1-4Glcb-Sp8,6,14,244,0.409400042,0.354861035
210,Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,6,6,97,1.036049888,0.188181371
406,Galb1-3GlcNAcb1-6Galb1-4GlcNAcb-Sp0,6,3,47,2.113764842,0.062459763
405,Gala1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,6,7,125,0.800719986,0.240919777
377,Neu5Aca2-6Galb1-4GlcNAcb1-3GalNAc-Sp14,6,5,81,1.230021813,0.153174453
4,GalNAca-Sp8,6,3,47,2.127539214,0.061649093
197,Glca1-6Glca1-6Glcb-Sp8,6,5,96,1.038182987,0.187756568
366,Neu5Aca2-6GlcNAcb1-4GlcNAc-Sp21,6,4,72,1.38943258,0.129433083
166,Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,6,5,97,1.034340112,0.188522537
179,GlcNAcb1-3GalNAca-Sp8,6,4,69,1.447508741,0.121784233
24,(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0,6,7,130,0.76798421,0.249205272
227,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,6,7,118,0.844956524,0.230096841
12,Galb-Sp8,6,5,86,1.167506133,0.163680162
62,Fuca1-2Galb1-3GalNAca-Sp14,5,2,36,2.782598164,0.034420775
588,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,5,9,161,0.619861827,0.289622316
37,(3S)Galb1-4GlcNAcb-Sp8,5,5,93,1.072201812,0.181105589
461,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,5,3,63,1.577776944,0.10636107
528,GalNAcb1-4GlcNAcb1-2Mana-Sp0,5,5,92,1.083816575,0.178887658
392,GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb1-3GalNAca-Sp14,5,3,56,1.780908737,0.086479875
272,Neu5Aca2-6Galb1-4Glcb-Sp0,5,11,212,0.471752044,0.334646794
147,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,5,4,78,1.273885953,0.146218318
228,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,5,2,33,2.992264343,0.029012836
5,GalNAca-Sp15,5,6,106,0.940868504,0.208091296
208,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana-Sp9,5,5,91,1.095701618,0.176645638
533,Fuca1-4(Galb1-3)GlcNAcb1-2 Mana-Sp0,5,6,108,0.926087193,0.211353751
213,Mana1-6(Mana1-3)Mana-Sp9,5,4,74,1.358346787,0.133737917
